Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Make
2010-01-05 00:00:00-05:00,81.38267517089844,81.38267517089844,81.38267517089844,81.38267517089844,100,0.0,0.0,Volkswagen
2010-01-06 00:00:00-05:00,81.38267517089844,81.38267517089844,81.38267517089844,81.38267517089844,0,0.0,0.0,Volkswagen
2010-01-07 00:00:00-05:00,81.38267517089844,81.38267517089844,81.38267517089844,81.38267517089844,0,0.0,0.0,Volkswagen
2010-01-08 00:00:00-05:00,83.63288879394531,83.63288879394531,83.63288879394531,83.63288879394531,100,0.0,0.0,Volkswagen
2010-01-11 00:00:00-05:00,83.44536628041948,84.00791931152344,82.88281324931553,84.00791931152344,300,0.0,0.0,Volkswagen
2010-01-12 00:00:00-05:00,81.94522857666016,81.94522857666016,81.94522857666016,81.94522857666016,400,0.0,0.0,Volkswagen
2010-01-13 00:00:00-05:00,81.94522857666016,81.94522857666016,81.94522857666016,81.94522857666016,0,0.0,0.0,Volkswagen
2010-01-14 00:00:00-05:00,81.94522857666016,81.94522857666016,81.94522857666016,81.94522857666016,0,0.0,0.0,Volkswagen
2010-01-15 00:00:00-05:00,81.94522857666016,81.94522857666016,81.94522857666016,81.94522857666016,0,0.0,0.0,Volkswagen
2010-01-19 00:00:00-05:00,78.19488006371718,78.38990007195557,77.06977387575003,78.00736236572266,700,0.0,0.0,Volkswagen
2010-01-20 00:00:00-05:00,76.50721740722656,76.50721740722656,76.50721740722656,76.50721740722656,100,0.0,0.0,Volkswagen
2010-01-21 00:00:00-05:00,74.25699734157986,75.94465637207031,74.25699734157986,75.94465637207031,100,0.0,0.0,Volkswagen
2010-01-22 00:00:00-05:00,75.00707244873047,75.00707244873047,75.00707244873047,75.00707244873047,300,0.0,0.0,Volkswagen
2010-01-25 00:00:00-05:00,75.00707244873047,75.00707244873047,75.00707244873047,75.00707244873047,0,0.0,0.0,Volkswagen
2010-01-26 00:00:00-05:00,75.00707244873047,75.00707244873047,75.00707244873047,75.00707244873047,0,0.0,0.0,Volkswagen
2010-01-27 00:00:00-05:00,69.08152201228631,70.13162231445312,69.08152201228631,70.13162231445312,300,0.0,0.0,Volkswagen
2010-01-28 00:00:00-05:00,70.13162231445312,70.13162231445312,70.13162231445312,70.13162231445312,0,0.0,0.0,Volkswagen
2010-01-29 00:00:00-05:00,66.38126373291016,66.38126373291016,66.38126373291016,66.38126373291016,100,0.0,0.0,Volkswagen
2010-02-01 00:00:00-05:00,66.38126373291016,66.38126373291016,66.38126373291016,66.38126373291016,0,0.0,0.0,Volkswagen
2010-02-02 00:00:00-05:00,66.38126373291016,66.38126373291016,66.38126373291016,66.38126373291016,0,0.0,0.0,Volkswagen
2010-02-03 00:00:00-05:00,72.38182552655537,72.38182552655537,72.00679016113281,72.00679016113281,300,0.0,0.0,Volkswagen
2010-02-04 00:00:00-05:00,68.44395446777344,68.44395446777344,68.44395446777344,68.44395446777344,200,0.0,0.0,Volkswagen
2010-02-05 00:00:00-05:00,68.44395446777344,68.44395446777344,68.44395446777344,68.44395446777344,0,0.0,0.0,Volkswagen
2010-02-08 00:00:00-05:00,65.06864683655486,65.25616455078125,65.06864683655486,65.25616455078125,200,0.0,0.0,Volkswagen
2010-02-09 00:00:00-05:00,66.56877899169922,66.56877899169922,66.56877899169922,66.56877899169922,100,0.0,0.0,Volkswagen
2010-02-10 00:00:00-05:00,66.90631103515625,66.90631103515625,66.90631103515625,66.90631103515625,100,0.0,0.0,Volkswagen
2010-02-11 00:00:00-05:00,64.50608825683594,64.50608825683594,64.50608825683594,64.50608825683594,200,0.0,0.0,Volkswagen
2010-02-12 00:00:00-05:00,64.50608825683594,64.50608825683594,64.50608825683594,64.50608825683594,0,0.0,0.0,Volkswagen
2010-02-16 00:00:00-05:00,64.58109342687457,65.18115234375,64.58109342687457,65.18115234375,200,0.0,0.0,Volkswagen
2010-02-17 00:00:00-05:00,65.18115234375,65.18115234375,65.18115234375,65.18115234375,0,0.0,0.0,Volkswagen
2010-02-18 00:00:00-05:00,64.39356994628906,64.39356994628906,64.39356994628906,64.39356994628906,0,0.0,0.0,Volkswagen
2010-02-19 00:00:00-05:00,64.39356994628906,64.39356994628906,64.39356994628906,64.39356994628906,0,0.0,0.0,Volkswagen
2010-02-22 00:00:00-05:00,66.71879577636719,66.71879577636719,66.71879577636719,66.71879577636719,1300,0.0,0.0,Volkswagen
2010-02-23 00:00:00-05:00,66.94381924949766,66.94381924949766,65.668701171875,65.668701171875,200,0.0,0.0,Volkswagen
2010-02-24 00:00:00-05:00,65.668701171875,65.668701171875,65.668701171875,65.668701171875,0,0.0,0.0,Volkswagen
2010-02-25 00:00:00-05:00,66.0062255859375,66.0062255859375,66.0062255859375,66.0062255859375,400,0.0,0.0,Volkswagen
2010-02-26 00:00:00-05:00,66.0062255859375,66.0062255859375,66.0062255859375,66.0062255859375,0,0.0,0.0,Volkswagen
2010-03-01 00:00:00-05:00,66.0062255859375,66.0062255859375,66.0062255859375,66.0062255859375,0,0.0,0.0,Volkswagen
2010-03-02 00:00:00-05:00,66.38126373291016,66.38126373291016,66.38126373291016,66.38126373291016,100,0.0,0.0,Volkswagen
2010-03-03 00:00:00-05:00,68.25643920898438,68.25643920898438,68.25643920898438,68.25643920898438,100,0.0,0.0,Volkswagen
2010-03-04 00:00:00-05:00,68.25643920898438,68.25643920898438,68.25643920898438,68.25643920898438,0,0.0,0.0,Volkswagen
2010-03-05 00:00:00-05:00,73.17689281627632,73.17689281627632,73.01937866210938,73.01937866210938,300,0.0,0.0,Volkswagen
2010-03-08 00:00:00-05:00,73.88196942070316,73.88196942070316,73.01938690731485,73.61944580078125,100,0.0,0.0,Volkswagen
2010-03-09 00:00:00-05:00,71.63175443714373,71.63175443714373,71.4442367553711,71.4442367553711,300,0.0,0.0,Volkswagen
2010-03-10 00:00:00-05:00,71.4442367553711,71.4442367553711,71.4442367553711,71.4442367553711,0,0.0,0.0,Volkswagen
2010-03-11 00:00:00-05:00,71.4442367553711,71.4442367553711,71.4442367553711,71.4442367553711,0,0.0,0.0,Volkswagen
2010-03-12 00:00:00-05:00,78.49490952502562,78.49490952502562,78.00736236572266,78.00736236572266,500,0.0,0.0,Volkswagen
2010-03-15 00:00:00-04:00,76.50721740722656,76.50721740722656,76.50721740722656,76.50721740722656,100,0.0,0.0,Volkswagen
2010-03-16 00:00:00-04:00,78.75743103027344,78.75743103027344,78.75743103027344,78.75743103027344,100,0.0,0.0,Volkswagen
2010-03-17 00:00:00-04:00,78.9449462890625,78.9449462890625,78.9449462890625,78.9449462890625,100,0.0,0.0,Volkswagen
2010-03-18 00:00:00-04:00,77.63231825769972,77.63231825769972,76.31969451904297,76.31969451904297,200,0.0,0.0,Volkswagen
2010-03-19 00:00:00-04:00,76.80723958733942,77.06976318359375,76.80723958733942,77.06976318359375,200,0.0,0.0,Volkswagen
2010-03-22 00:00:00-04:00,77.06976318359375,77.06976318359375,77.06976318359375,77.06976318359375,0,0.0,0.0,Volkswagen
2010-03-23 00:00:00-04:00,77.06976318359375,77.06976318359375,77.06976318359375,77.06976318359375,0,0.0,0.0,Volkswagen
2010-03-24 00:00:00-04:00,71.63176617833525,72.26932525634766,71.52675671713727,72.26932525634766,400,0.0,0.0,Volkswagen
2010-03-25 00:00:00-04:00,70.69416809082031,70.69416809082031,70.69416809082031,70.69416809082031,100,0.0,0.0,Volkswagen
2010-03-26 00:00:00-04:00,72.19431367371698,73.31941986083984,72.19431367371698,73.31941986083984,400,0.0,0.0,Volkswagen
2010-03-29 00:00:00-04:00,73.31940981806541,73.50692749023438,73.31940981806541,73.50692749023438,300,0.0,0.0,Volkswagen
2010-03-30 00:00:00-04:00,71.18171073764584,71.63175201416016,71.18171073764584,71.63175201416016,200,0.0,0.0,Volkswagen
2010-03-31 00:00:00-04:00,71.63175201416016,71.63175201416016,71.63175201416016,71.63175201416016,0,0.0,0.0,Volkswagen
2010-04-01 00:00:00-04:00,71.63175201416016,71.63175201416016,71.63175201416016,71.63175201416016,0,0.0,0.0,Volkswagen
2010-04-05 00:00:00-04:00,71.63175201416016,71.63175201416016,71.63175201416016,71.63175201416016,0,0.0,0.0,Volkswagen
2010-04-06 00:00:00-04:00,72.19430784384409,72.19430784384409,72.00679016113281,72.00679016113281,500,0.0,0.0,Volkswagen
2010-04-07 00:00:00-04:00,72.00679016113281,72.00679016113281,72.00679016113281,72.00679016113281,0,0.0,0.0,Volkswagen
2010-04-08 00:00:00-04:00,72.00679016113281,72.00679016113281,72.00679016113281,72.00679016113281,0,0.0,0.0,Volkswagen
2010-04-09 00:00:00-04:00,70.88167853104441,71.2567138671875,70.88167853104441,71.2567138671875,100,0.0,0.0,Volkswagen
2010-04-12 00:00:00-04:00,71.2567138671875,71.2567138671875,71.2567138671875,71.2567138671875,0,0.0,0.0,Volkswagen
2010-04-13 00:00:00-04:00,71.2567138671875,71.2567138671875,71.2567138671875,71.2567138671875,0,0.0,0.0,Volkswagen
2010-04-14 00:00:00-04:00,74.59453126122825,75.00707244873047,74.59453126122825,75.00707244873047,100,0.0,0.0,Volkswagen
2010-04-15 00:00:00-04:00,74.5195246022496,75.19458939218279,73.69444795792478,73.88196563720703,200,0.0,0.0,Volkswagen
2010-04-16 00:00:00-04:00,75.0070692617682,75.0070692617682,74.0694808959961,74.0694808959961,600,0.0,0.0,Volkswagen
2010-04-19 00:00:00-04:00,72.75685119628906,72.75685119628906,72.75685119628906,72.75685119628906,200,0.0,0.0,Volkswagen
2010-04-20 00:00:00-04:00,74.81955476760865,75.00707244873047,74.81955476760865,75.00707244873047,200,0.0,0.0,Volkswagen
